Número de clusters 	 ARI
5	0.41822148383972224
6	0.5355111260601474
7	0.6137076557989362
8	0.5946807377237728
9	0.6111258378075797
10	0.7247486820968091
11	0.6360507918710019
12	0.6258610797168874
